AUTHOR_KEY,AFFILIATION_REGION,HINDEX_OA,CITATIONS_OA,WORKS_COUNT_OA
oa:A5072534974,Outside Africa,3,249,4
oa:A5093059858,Africa,3,42,13
oa:A5092385005,Africa,3,28,12
oa:A5018293721,Africa,3,36,10
oa:A5093610447,Outside Africa,3,23,5
oa:A5003484994,Africa,3,68,28
oa:A5049857304,Africa,3,33,6
oa:A5005012877,Africa,3,15,4
oa:A5093921352,Outside Africa,3,23,8
oa:A5012442054,Africa,3,31,22
oa:A5019194813,Africa,3,28,6
oa:A5047850671,Africa,3,50,14
oa:A5079131602,Outside Africa,3,27,9
oa:A5061250316,Africa,3,58,5
oa:A5104079319,Outside Africa,3,37,17
oa:A5109750559,Africa,3,61,6
oa:A5116101778,Africa,3,37,18
oa:A5104254837,Outside Africa,3,38,6
oa:A5108321573,Africa,3,29,7
oa:A5016137100,Africa,3,43,8
oa:A5091941330,Outside Africa,3,38,4
oa:A5111274025,Africa,3,23,18
oa:A5038157339,Africa,3,29,7
oa:A5041389686,Africa,3,62,11
oa:A5053083172,Africa,3,62,10
oa:A5018990661,Africa,3,99,17
oa:A5055518411,Africa,3,29,44
oa:A5089220892,Africa,3,45,19
oa:A5013349657,Outside Africa,3,105,5
oa:A5021949883,Africa,3,27,6
oa:A5042870644,Africa,3,17,14
oa:A5088601231,Outside Africa,3,29,5
oa:A5038427658,Africa,3,21,11
oa:A5117525072,Outside Africa,3,88,21
oa:A5092915680,Africa,3,20,9
oa:A5086321567,Africa,3,153,10
oa:A5093351899,Africa,3,13,4
oa:A5004910821,Africa,3,28,6
oa:A5003192390,Africa,3,27,13
oa:A5117207473,Outside Africa,3,55,4
oa:A5042923881,Outside Africa,3,23,11
oa:A5029403009,Africa,3,96,21
oa:A5066232778,Africa,3,46,17
oa:A5117249238,Africa,3,37,3
oa:A5056774349,Outside Africa,3,297,14
oa:A5055327608,Africa,3,38,5
oa:A5091895918,Africa,3,41,12
oa:A5110866233,Outside Africa,3,41,17
oa:A5117662654,Outside Africa,3,13,8
oa:A5012288722,Africa,3,23,8
oa:A5003773566,Africa,3,67,6
oa:A5001805629,Outside Africa,3,30,28
oa:A5010423284,Africa,3,37,13
oa:A5110945943,Outside Africa,3,23,10
oa:A5027842619,Africa,3,22,3
oa:A5066731841,Africa,3,33,10
oa:A5094020564,Africa,3,29,10
oa:A5022166878,Africa,3,47,15
oa:A5033129498,Africa,3,54,13
oa:A5023609491,Outside Africa,3,37,5
oa:A5112635914,Africa,3,24,15
oa:A5098446306,Outside Africa,3,39,8
oa:A5003899825,Africa,3,20,3
oa:A5041353105,Africa,3,53,15
oa:A5003697739,Outside Africa,3,18,9
oa:A5092699277,Outside Africa,3,114,12
oa:A5024533867,Outside Africa,3,31,10
oa:A5010137823,Africa,3,21,4
oa:A5036506999,Africa,3,22,22
oa:A5093919149,Africa,3,50,6
oa:A5075450688,Africa,3,47,4
oa:A5080271551,Africa,3,17,15
oa:A5054116011,Africa,3,34,20
oa:A5085191349,Africa,3,48,10
oa:A5108683768,Africa,3,24,6
oa:A5037412183,Africa,3,31,74
oa:A5089186375,Africa,3,20,12
oa:A5016766931,Outside Africa,3,60,47
oa:A5103587876,Africa,3,167,11
oa:A5104101985,Africa,3,32,12
oa:A5081268997,Africa,3,15,4
oa:A5054911153,Outside Africa,3,67,11
oa:A5033788056,Africa,3,27,10
oa:A5010537339,Africa,3,93,8
oa:A5082858830,Outside Africa,3,27,25
oa:A5085325692,Africa,3,71,10
oa:A5091366296,Africa,3,79,4
oa:A5113189398,Outside Africa,2,39,7
oa:A5110922301,Africa,2,15,21
oa:A5112364797,Africa,2,33,28
oa:A5064466701,Outside Africa,2,72,9
oa:A5044221225,Africa,2,17,5
oa:A5038207141,Outside Africa,2,34,5
oa:A5085479778,Outside Africa,2,6,6
oa:A5100994769,Africa,2,25,2
oa:A5117150583,Outside Africa,2,9,7
oa:A5113284033,Africa,2,20,4
oa:A5017009043,Africa,2,17,6
oa:A5093221978,Africa,2,15,7
oa:A5088204570,Africa,2,12,3
oa:A5080856842,Africa,2,33,3
oa:A5110990688,Africa,2,8,6
oa:A5111236559,Africa,2,37,3
oa:A5101658178,Outside Africa,2,30,8
oa:A5104328966,Outside Africa,2,109,3
oa:A5081954297,Outside Africa,2,30,4
oa:A5039053591,Outside Africa,2,30,4
oa:A5067757331,Outside Africa,2,17,12
oa:A5110394724,Outside Africa,2,9,8
oa:A5115031678,Outside Africa,2,8,2
oa:A5012971369,Outside Africa,2,13,4
oa:A5111340965,Outside Africa,2,22,2
oa:A5114473000,Africa,2,12,8
oa:A5074000663,Africa,2,63,5
oa:A5114171564,Outside Africa,2,31,7
oa:A5035606947,Africa,2,30,9
oa:A5019527184,Africa,2,12,10
oa:A5070605335,Africa,2,12,12
oa:A5020596863,Africa,2,8,8
oa:A5065958790,Africa,2,15,8
oa:A5092710080,Outside Africa,2,6,3
oa:A5030961025,Africa,2,39,7
oa:A5094209803,Africa,2,10,3
oa:A5073974946,Outside Africa,2,13,8
oa:A5111316122,Africa,2,9,8
oa:A5094162617,Africa,2,10,3
oa:A5107471113,Africa,2,6,6
oa:A5014533787,Africa,2,10,4
oa:A5002632009,Africa,2,10,8
oa:A5109321237,Outside Africa,2,34,13
oa:A5040782476,Africa,2,15,17
oa:A5114035474,Africa,2,12,5
oa:A5010754594,Africa,2,18,8
oa:A5105472818,Outside Africa,2,64,2
oa:A5114239023,Africa,2,41,4
oa:A5079941766,Africa,2,11,9
oa:A5093591073,Africa,2,7,2
oa:A5097714146,Outside Africa,2,6,5
oa:A5115721781,Outside Africa,2,31,5
oa:A5028824232,Africa,2,72,4
oa:A5025311754,Outside Africa,2,20,8
oa:A5032218268,Africa,2,14,7
oa:A5108586841,Africa,2,6,4
oa:A5106528714,Africa,2,9,2
oa:A5114882720,Africa,2,4,7
oa:A5103022229,Outside Africa,2,29,12
oa:A5092008377,Africa,2,6,3
oa:A5003864335,Africa,2,106,3
oa:A5112261224,Outside Africa,2,24,15
oa:A5031240704,Africa,2,62,2
oa:A5115408326,Outside Africa,2,6,2
oa:A5115408328,Africa,2,6,3
oa:A5107290230,Africa,2,34,6
oa:A5002238923,Outside Africa,2,44,3
oa:A5116334754,Africa,2,14,9
oa:A5081062691,Outside Africa,2,31,3
oa:A5047614973,Africa,2,15,9
oa:A5091446938,Africa,2,20,6
oa:A5116237372,Africa,2,23,6
oa:A5046087031,Outside Africa,2,43,9
oa:A5050134460,Africa,2,14,6
oa:A5059446441,Africa,2,5,2
oa:A5029719367,Africa,2,8,4
oa:A5043544037,Africa,2,7,2
oa:A5116595570,Outside Africa,2,12,3
oa:A5041599098,Africa,2,8,8
oa:A5029182912,Africa,2,9,8
oa:A5116237373,Africa,2,23,4
oa:A5116237374,Africa,2,23,4
oa:A5079210801,Africa,2,23,6
oa:A5028041514,Africa,2,6,3
oa:A5093654202,Africa,2,86,2
oa:A5092697913,Africa,2,9,9
oa:A5092697914,Africa,2,9,8
oa:A5032445364,Africa,2,7,8
oa:A5088454852,Outside Africa,2,21,5
oa:A5099871451,Outside Africa,2,4,3
oa:A5099470468,Outside Africa,2,18,5
oa:A5116032375,Africa,2,23,12
oa:A5035279247,Africa,2,13,3
oa:A5092697916,Africa,2,15,5
oa:A5109507826,Africa,2,10,4
oa:A5113154823,Outside Africa,2,32,11
oa:A5109041889,Outside Africa,2,20,4
oa:A5094048346,Africa,2,15,2
oa:A5094164216,Outside Africa,2,20,6
oa:A5053940109,Africa,2,14,5
oa:A5115872617,Africa,2,12,2
oa:A5051853381,Outside Africa,2,64,4
oa:A5094047911,Africa,2,12,3
oa:A5094189007,Africa,2,18,9
oa:A5049217061,Africa,2,11,11
oa:A5095781238,Africa,2,7,4
oa:A5114121470,Africa,2,27,15
oa:A5063048294,Africa,2,14,5
oa:A5058702622,Africa,2,14,6
oa:A5020175762,Outside Africa,2,7,8
oa:A5050143040,Africa,2,19,14
oa:A5107186852,Outside Africa,2,10,4
oa:A5073916457,Outside Africa,2,18,43
oa:A5108875580,Africa,2,12,8
oa:A5002225583,Africa,2,9,6
oa:A5112905386,Africa,2,11,5
oa:A5113140820,Africa,2,65,3
oa:A5104162714,Africa,2,12,4
oa:A5093505342,Africa,2,11,4
oa:A5111093804,Africa,2,11,2
oa:A5088749700,Africa,2,9,6
oa:A5114213294,Africa,2,10,10
oa:A5066356544,Outside Africa,2,25,4
oa:A5042249723,Africa,2,22,8
oa:A5066782667,Africa,2,12,7
oa:A5020052749,Outside Africa,2,24,6
oa:A5091955607,Outside Africa,2,52,2
oa:A5012699538,Africa,2,31,7
oa:A5014844669,Africa,2,109,2
oa:A5075307582,Outside Africa,2,69,2
oa:A5092501893,Africa,2,38,3
oa:A5065777029,Africa,2,15,8
oa:A5068429139,Africa,2,17,3
oa:A5057234142,Africa,2,22,3
oa:A5114777301,Africa,2,7,2
oa:A5112784495,Africa,2,29,6
oa:A5111029667,Africa,2,12,4
oa:A5096717934,Africa,2,29,9
oa:A5093882140,Outside Africa,2,38,4
oa:A5055358812,Africa,2,8,9
oa:A5106311028,Africa,2,20,4
oa:A5110967871,Africa,2,14,5
oa:A5045373210,Outside Africa,2,132,2
oa:A5056332065,Africa,2,104,4
oa:A5088557012,Africa,2,5,4
oa:A5100204147,Africa,2,13,6
oa:A5011192314,Africa,2,16,5
oa:A5003708174,Outside Africa,2,27,2
oa:A5069314263,Africa,2,20,8
oa:A5093660906,Africa,2,11,4
oa:A5005005059,Africa,2,24,8
oa:A5108661764,Africa,2,41,2
oa:A5052061592,Africa,2,23,7
oa:A5072522903,Outside Africa,2,9,19
oa:A5039415213,Africa,2,14,8
oa:A5102783153,Africa,2,5,2
oa:A5093562364,Africa,2,9,6
oa:A5019768110,Africa,2,23,4
oa:A5108433219,Africa,2,35,8
oa:A5109711079,Outside Africa,2,21,5
oa:A5093664926,Africa,2,14,4
oa:A5115429353,Africa,2,12,2
oa:A5116100533,Outside Africa,2,4,2
oa:A5010165180,Outside Africa,2,25,5
oa:A5067270758,Outside Africa,2,4,3
oa:A5028841368,Africa,2,110,5
oa:A5110518691,Africa,2,26,4
oa:A5094277816,Africa,2,8,2
oa:A5094277817,Africa,2,8,2
oa:A5114195080,Africa,2,71,4
oa:A5071746750,Outside Africa,2,10,15
oa:A5106759946,Africa,2,10,3
oa:A5115662475,Africa,2,23,4
oa:A5040276303,Africa,2,11,6
oa:A5031745386,Outside Africa,2,25,2
oa:A5116663368,Africa,2,17,10
oa:A5092525253,Africa,2,42,3
oa:A5012620956,Outside Africa,2,22,3
oa:A5114133608,Outside Africa,2,20,3
oa:A5066888746,Africa,2,12,5
oa:A5004095220,Africa,2,14,12
oa:A5064068941,Africa,2,9,7
oa:A5001200566,Africa,2,115,3
oa:A5082190251,Africa,2,46,5
oa:A5086738773,Outside Africa,2,24,12
oa:A5064927453,Africa,2,21,4
oa:A5109712689,Africa,2,11,5
oa:A5076984887,Africa,2,13,6
oa:A5084694975,Africa,2,13,14
oa:A5010722729,Africa,2,5,4
oa:A5008182643,Africa,2,18,5
oa:A5093091785,Africa,2,8,3
oa:A5003229176,Africa,2,12,5
oa:A5044235376,Africa,2,10,7
oa:A5001989870,Outside Africa,2,7,3
oa:A5115894983,Africa,2,17,11
oa:A5093000337,Africa,2,71,3
oa:A5102689483,Outside Africa,2,4,2
oa:A5015040176,Outside Africa,2,7,2
oa:A5000676500,Africa,2,11,9
oa:A5106528667,Africa,2,13,3
oa:A5082735656,Africa,2,17,5
oa:A5034254742,Africa,2,7,7
oa:A5119606726,Africa,2,16,13
oa:A5094012580,Outside Africa,2,10,11
oa:A5119138848,Africa,2,6,3
oa:A5092525252,Africa,2,42,6
oa:A5029667478,Outside Africa,2,29,4
oa:A5067544634,Africa,2,51,6
oa:A5009281525,Africa,2,36,7
oa:A5112666719,Outside Africa,2,40,6
oa:A5120012444,Africa,2,4,4
oa:A5120012446,Africa,2,4,4
oa:A5007876714,Africa,2,18,4
oa:A5115767276,Africa,2,29,3
oa:A5001306559,Africa,2,7,3
oa:A5093088083,Africa,2,7,8
oa:A5090375117,Outside Africa,2,28,9
oa:A5059493065,Africa,2,208,6
oa:A5059656992,Africa,2,7,4
oa:A5093882139,Outside Africa,2,19,2
oa:A5093068950,Africa,2,5,3
oa:A5089054397,Africa,2,69,14
oa:A5041127918,Africa,2,8,2
oa:A5079978735,Outside Africa,2,24,7
oa:A5001880007,Outside Africa,2,116,4
oa:A5102054976,Africa,2,10,5
oa:A5060220823,Outside Africa,2,18,9
oa:A5099002975,Africa,2,8,6
oa:A5041160873,Outside Africa,2,23,2
oa:A5072467180,Africa,2,7,3
oa:A5078612142,Africa,2,87,5
oa:A5092657079,Africa,2,8,8
oa:A5082216354,Africa,2,28,34
oa:A5081593932,Africa,2,17,22
oa:A5066539934,Outside Africa,2,36,13
oa:A5107058620,Africa,2,10,12
oa:A5094304686,Africa,2,16,3
oa:A5103285975,Africa,2,36,2
oa:A5099993822,Outside Africa,2,11,4
oa:A5049092393,Africa,2,41,6
oa:A5064027201,Africa,2,10,5
oa:A5052694619,Outside Africa,2,21,3
oa:A5045809261,Africa,2,52,3
oa:A5103795470,Outside Africa,2,43,6
oa:A5053029574,Outside Africa,2,20,7
oa:A5002091228,Africa,2,7,3
oa:A5015172321,Outside Africa,2,7,3
oa:A5111353285,Outside Africa,2,17,10
oa:A5038017283,Africa,2,11,8
oa:A5086349948,Africa,2,19,15
oa:A5088269760,Outside Africa,2,29,5
oa:A5112929425,Africa,2,7,8
oa:A5111543208,Africa,2,84,5
oa:A5045391340,Africa,2,79,5
oa:A5053315060,Outside Africa,2,11,4
oa:A5083506987,Africa,2,200,3
oa:A5093040754,Outside Africa,2,36,4
oa:A5106503469,Africa,2,11,4
oa:A5069781164,Africa,2,40,5
oa:A5107162175,Africa,2,39,3
oa:A5068944248,Africa,2,13,3
oa:A5101371988,Outside Africa,2,24,2
oa:A5003497580,Africa,2,20,4
oa:A5008854705,Outside Africa,2,11,14
oa:A5062452661,Africa,2,42,5
oa:A5106808445,Africa,2,9,11
oa:A5007822394,Africa,2,9,11
oa:A5029215091,Africa,2,15,5
oa:A5092008352,Africa,2,19,3
oa:A5001826054,Outside Africa,2,49,7
oa:A5061639032,Outside Africa,2,28,3
oa:A5020882158,Outside Africa,2,10,5
oa:A5077132115,Africa,2,5,5
oa:A5005722643,Outside Africa,2,149,4
oa:A5099045402,Africa,2,10,2
oa:A5114302706,Outside Africa,2,48,3
oa:A5091908531,Outside Africa,2,293,10
oa:A5092951178,Africa,2,13,8
oa:A5099061921,Africa,2,12,10
oa:A5113229613,Africa,2,244,3
oa:A5111290235,Africa,2,5,2
oa:A5027768505,Africa,2,10,8
oa:A5114372711,Outside Africa,2,12,5
oa:A5093542598,Africa,2,15,8
oa:A5056929940,Outside Africa,2,147,6
oa:A5111157116,Outside Africa,2,46,7
oa:A5091083543,Africa,2,13,12
oa:A5087548317,Africa,2,14,25
oa:A5038412168,Outside Africa,2,5,3
oa:A5093760474,Africa,2,12,7
oa:A5018412107,Africa,2,16,4
oa:A5065226156,Africa,2,19,7
oa:A5035965184,Outside Africa,2,127,5
oa:A5086023151,Africa,2,53,6
oa:A5110265304,Africa,2,22,3
oa:A5094182201,Outside Africa,2,14,2
oa:A5092321914,Africa,2,30,3
oa:A5037975901,Africa,2,6,8
oa:A5039997743,Africa,2,22,7
oa:A5095041921,Africa,2,5,8
oa:A5092880506,Africa,2,8,15
oa:A5015682468,Africa,2,37,8
oa:A5092974105,Africa,2,18,4
oa:A5056019817,Africa,2,11,8
oa:A5073394990,Africa,2,14,5
oa:A5113889225,Africa,2,16,11
oa:A5099184630,Africa,2,11,4
oa:A5077754432,Africa,2,29,3
oa:A5113421889,Africa,2,29,10
oa:A5112880266,Outside Africa,2,26,17
oa:A5091927987,Africa,2,14,4
oa:A5055988962,Africa,2,40,13
oa:A5116972503,Africa,2,4,15
oa:A5052269941,Africa,2,54,5
oa:A5049285914,Outside Africa,2,18,6
oa:A5094266362,Africa,2,5,4
oa:A5093617940,Africa,2,4,6
oa:A5092687988,Africa,2,24,4
oa:A5092687989,Africa,2,13,3
oa:A5092062346,Africa,2,16,5
oa:A5018812372,Outside Africa,2,10,7
oa:A5097628910,Africa,2,12,6
oa:A5115003394,Africa,2,29,14
oa:A5051763493,Outside Africa,2,36,2
oa:A5063382052,Africa,2,10,15
oa:A5106801695,Africa,2,39,3
oa:A5068042163,Africa,2,14,7
oa:A5039608727,Africa,2,13,12
oa:A5035817305,Africa,2,54,12
oa:A5026964177,Africa,2,38,11
oa:A5035188856,Africa,2,10,6
oa:A5036324693,Africa,2,10,6
oa:A5111344926,Outside Africa,2,35,6
oa:A5102657662,Outside Africa,2,81,3
oa:A5072973880,Africa,2,17,7
oa:A5115931400,Outside Africa,2,9,3
oa:A5071237134,Africa,2,10,3
oa:A5070173728,Africa,2,38,17
oa:A5067740023,Africa,2,21,4
oa:A5111341862,Outside Africa,2,34,5
oa:A5098756906,Africa,2,21,11
oa:A5093664722,Africa,2,16,2
oa:A5024650627,Africa,2,7,5
oa:A5060669150,Africa,2,49,5
oa:A5021201526,Africa,2,10,16
oa:A5053933026,Africa,2,13,15
oa:A5037855969,Outside Africa,2,15,13
oa:A5071433248,Outside Africa,2,10,15
oa:A5087310428,Africa,2,12,2
oa:A5060790194,Africa,2,21,3
oa:A5063239437,Africa,2,13,6
oa:A5099477594,Africa,2,10,3
oa:A5116237374,Outside Africa,2,23,4
oa:A5000966820,Outside Africa,2,16,4
oa:A5088473463,Africa,2,11,8
oa:A5012466343,Outside Africa,2,33,9
oa:A5066467769,Africa,2,19,8
oa:A5112425258,Africa,2,41,5
oa:A5018315367,Africa,2,7,3
oa:A5112386941,Africa,2,15,6
oa:A5093950982,Africa,2,15,3
oa:A5078559119,Outside Africa,2,9,4
oa:A5003186679,Africa,2,10,5
oa:A5110828439,Outside Africa,2,20,6
oa:A5117712757,Outside Africa,2,5,5
oa:A5115031733,Africa,2,8,4
oa:A5093212912,Outside Africa,2,8,6
oa:A5113221323,Africa,2,22,4
oa:A5117309061,Africa,2,31,2
oa:A5018078110,Outside Africa,2,31,3
oa:A5035053412,Africa,2,6,4
oa:A5094340466,Outside Africa,2,20,5
oa:A5094340467,Outside Africa,2,22,5
oa:A5066385682,Africa,2,16,11
oa:A5001929082,Africa,2,23,3
oa:A5033177641,Africa,2,27,12
oa:A5120293558,Outside Africa,2,11,2
oa:A5094122220,Outside Africa,2,12,12
oa:A5073010015,Outside Africa,2,18,8
oa:A5103888988,Africa,2,12,3
oa:A5100017947,Outside Africa,2,33,2
oa:A5112989358,Outside Africa,2,6,4
oa:A5032171043,Africa,2,13,5
oa:A5097740951,Africa,2,13,5
oa:A5104679703,Africa,1,7,6
oa:A5074894319,Africa,1,7,2
oa:A5119549876,Africa,1,7,1
oa:A5106240846,Outside Africa,1,1,12
oa:A5073955527,Africa,1,9,5
oa:A5086346081,Africa,1,13,2
oa:A5114323497,Africa,1,2,2
oa:A5092032329,Africa,1,76,1
oa:A5093792658,Outside Africa,1,38,1
oa:A5115540477,Africa,1,1,2
oa:A5120140604,Outside Africa,1,1,3
oa:A5117257603,Africa,1,4,3
oa:A5092188643,Outside Africa,1,5,2
oa:A5071801603,Outside Africa,1,26,2
oa:A5114445279,Africa,1,4,1
oa:A5044870954,Africa,1,4,2
oa:A5118765593,Outside Africa,1,7,2
oa:A5106495438,Outside Africa,1,23,1
oa:A5114741112,Africa,1,9,1
oa:A5091881258,Outside Africa,1,11,2
oa:A5093970959,Africa,1,10,2
oa:A5098979868,Africa,1,8,1
oa:A5115914451,Africa,1,6,1
oa:A5090841762,Africa,1,9,2
oa:A5117207475,Outside Africa,1,8,1
oa:A5117207474,Outside Africa,1,8,1
oa:A5045190443,Outside Africa,1,33,4
oa:A5074592294,Africa,1,270,9
oa:A5110403282,Africa,1,4,4
oa:A5119872418,Outside Africa,1,3,2
oa:A5106463944,Africa,1,32,5
oa:A5101997033,Africa,1,7,9
oa:A5031245159,Africa,1,2,3
oa:A5049279150,Africa,1,1,2
oa:A5018150466,Africa,1,5,4
oa:A5031104961,Outside Africa,1,7,3
oa:A5020960676,Outside Africa,1,7,2
oa:A5114751936,Africa,1,5,5
oa:A5047601076,Africa,1,4,3
oa:A5041364556,Africa,1,12,1
oa:A5011334512,Africa,1,12,1
oa:A5119262658,Outside Africa,1,1,2
oa:A5101711653,Outside Africa,1,4,4
oa:A5020181732,Outside Africa,1,12,5
oa:A5117362203,Africa,1,2,4
oa:A5117438196,Africa,1,2,1
oa:A5111090652,Africa,1,1,3
oa:A5119353319,Africa,1,2,2
oa:A5107187064,Africa,1,7,13
oa:A5091963831,Outside Africa,1,4,2
oa:A5083806448,Africa,1,7,2
oa:A5026379838,Africa,1,2,3
oa:A5115030641,Africa,1,2,4
oa:A5115030642,Africa,1,3,5
oa:A5106705609,Africa,1,3,1
oa:A5106399843,Outside Africa,1,32,1
oa:A5120035882,Outside Africa,1,1,2
oa:A5028961902,Outside Africa,1,13,2
oa:A5056422019,Africa,1,103,5
oa:A5113008637,Africa,1,3,2
oa:A5109641210,Africa,1,3,1
oa:A5104211737,Africa,1,1,3
oa:A5110915161,Africa,1,1,2
oa:A5021756985,Africa,1,1,1
oa:A5106528682,Africa,1,1,2
oa:A5093111573,Africa,1,3,2
oa:A5099848530,Africa,1,9,3
oa:A5117524577,Africa,1,5,1
oa:A5117524576,Africa,1,5,2
oa:A5116448435,Africa,1,19,1
oa:A5093035782,Africa,1,10,1
oa:A5070572054,Outside Africa,1,5,6
oa:A5116219690,Africa,1,4,1
oa:A5117587459,Outside Africa,1,2,1
oa:A5116035827,Africa,1,2,1
oa:A5024600151,Outside Africa,1,10,2
oa:A5064987046,Africa,1,6,16
oa:A5093694155,Africa,1,3,2
oa:A5098686471,Africa,1,3,3
oa:A5108331727,Africa,1,3,1
oa:A5106845695,Africa,1,3,1
oa:A5111247650,Africa,1,3,1
oa:A5119067520,Africa,1,1,1
oa:A5092771310,Africa,1,1,4
oa:A5114709540,Africa,1,1,2
oa:A5095373481,Outside Africa,1,27,1
oa:A5060556151,Outside Africa,1,27,4
oa:A5117613710,Outside Africa,1,3,8
oa:A5089464155,Africa,1,7,9
oa:A5117813214,Africa,1,1,2
oa:A5106548742,Africa,1,1,1
oa:A5109764415,Africa,1,1,1
oa:A5115966795,Africa,1,2,1
oa:A5115966794,Africa,1,2,1
oa:A5109645490,Outside Africa,1,26,1
oa:A5116035826,Africa,1,2,1
oa:A5115014381,Africa,1,2,2
oa:A5092545227,Africa,1,10,1
oa:A5117476045,Africa,1,9,1
oa:A5067457624,Outside Africa,1,3,2
oa:A5117587458,Outside Africa,1,2,1
oa:A5115841642,Outside Africa,1,3,2
oa:A5113201360,Africa,1,3,4
oa:A5089739794,Outside Africa,1,5,9
oa:A5047481608,Africa,1,7,7
oa:A5092545228,Africa,1,10,1
oa:A5104664867,Africa,1,13,3
oa:A5119430835,Africa,1,1,1
oa:A5057367250,Africa,1,32,3
oa:A5119091121,Outside Africa,1,5,6
oa:A5097138118,Africa,1,8,2
oa:A5096909344,Africa,1,8,1
oa:A5083492212,Africa,1,3,5
oa:A5102689484,Outside Africa,1,2,2
oa:A5107203059,Africa,1,5,1
oa:A5021154779,Outside Africa,1,40,8
oa:A5117601465,Outside Africa,1,11,4
oa:A5108991510,Outside Africa,1,17,1
oa:A5113307805,Outside Africa,1,2,1
oa:A5105957409,Outside Africa,1,2,1
oa:A5116868330,Africa,1,1,1
oa:A5038794350,Africa,1,1,2
oa:A5043604230,Africa,1,3,2
oa:A5119783394,Africa,1,1,1
oa:A5119776394,Outside Africa,1,2,2
oa:A5106689434,Outside Africa,1,2,2
oa:A5114958218,Africa,1,6,3
oa:A5114958217,Africa,1,6,3
oa:A5114987639,Outside Africa,1,5,3
oa:A5102786655,Africa,1,5,10
oa:A5038794290,Africa,1,3,2
oa:A5102767426,Africa,1,1,1
oa:A5099160208,Outside Africa,1,2,1
oa:A5098403181,Africa,1,12,5
oa:A5093097086,Africa,1,1,1
oa:A5120012445,Africa,1,2,1
oa:A5113337148,Africa,1,11,2
oa:A5116776012,Africa,1,1,3
oa:A5109648478,Africa,1,1,1
oa:A5018112522,Africa,1,9,16
oa:A5114107425,Africa,1,5,2
oa:A5044406792,Africa,1,2,3
oa:A5104251215,Africa,1,2,1
oa:A5101311461,Africa,1,2,1
oa:A5094036729,Africa,1,2,1
oa:A5107013646,Africa,1,4,5
oa:A5106591690,Outside Africa,1,5,2
oa:A5072181980,Africa,1,4,6
oa:A5106121989,Outside Africa,1,3,5
oa:A5119737749,Outside Africa,1,3,1
oa:A5119737748,Outside Africa,1,3,1
oa:A5114277044,Outside Africa,1,3,7
oa:A5118380352,Africa,1,2,1
oa:A5083097501,Africa,1,3,4
oa:A5093764570,Africa,1,1,3
oa:A5107103587,Africa,1,1,4
oa:A5119714814,Africa,1,1,3
oa:A5104747470,Outside Africa,1,12,4
oa:A5106867578,Africa,1,6,2
oa:A5109684717,Africa,1,18,1
oa:A5093971908,Outside Africa,1,18,1
oa:A5077834337,Africa,1,1,5
oa:A5103308534,Africa,1,5,3
oa:A5101380411,Africa,1,3,4
oa:A5091389538,Outside Africa,1,28,3
oa:A5004042907,Africa,1,9,4
oa:A5118298043,Outside Africa,1,1,2
oa:A5112729911,Outside Africa,1,4,4
oa:A5062426879,Africa,1,2,5
oa:A5107014075,Africa,1,2,4
oa:A5111316248,Africa,1,2,4
oa:A5107014074,Africa,1,2,4
oa:A5107014073,Africa,1,2,4
oa:A5109633077,Africa,1,4,1
oa:A5112606867,Africa,1,2,7
oa:A5115429210,Africa,1,2,1
oa:A5113405468,Outside Africa,1,10,1
oa:A5092799242,Outside Africa,1,19,1
oa:A5116584868,Outside Africa,1,8,2
oa:A5116584867,Outside Africa,1,8,1
oa:A5116584866,Outside Africa,1,8,1
oa:A5114341128,Outside Africa,1,9,2
oa:A5116584865,Outside Africa,1,8,4
oa:A5092274238,Africa,1,6,3
oa:A5113405156,Africa,1,1,1
oa:A5107515822,Africa,1,1,1
oa:A5109790534,Africa,1,1,2
oa:A5107624038,Africa,1,1,1
oa:A5078252390,Outside Africa,1,16,4
oa:A5109019864,Outside Africa,1,16,1
oa:A5117859827,Outside Africa,1,11,1
oa:A5117859826,Outside Africa,1,11,1
oa:A5116427077,Outside Africa,1,11,3
oa:A5102775313,Africa,1,5,2
oa:A5020207393,Africa,1,3,4
oa:A5093121058,Africa,1,1,1
oa:A5097491808,Africa,1,17,3
oa:A5094188984,Outside Africa,1,5,2
oa:A5114443992,Outside Africa,1,2,1
oa:A5114444139,Outside Africa,1,1,9
oa:A5105144371,Africa,1,1,1
oa:A5113428783,Outside Africa,1,16,1
oa:A5100022055,Outside Africa,1,14,1
oa:A5066009046,Africa,1,16,6
oa:A5119500560,Africa,1,1,1
oa:A5092866562,Africa,1,6,2
oa:A5093694247,Africa,1,25,1
oa:A5094304168,Africa,1,11,1
oa:A5093694246,Africa,1,25,1
oa:A5121390281,Africa,1,1,1
oa:A5120078728,Outside Africa,1,2,1
oa:A5117646677,Outside Africa,1,3,1
oa:A5115632463,Outside Africa,1,2,1
oa:A5101319281,Outside Africa,1,25,1
oa:A5111149776,Africa,1,3,2
oa:A5106676434,Africa,1,6,1
oa:A5043537910,Africa,1,7,3
oa:A5018931801,Africa,1,9,19
oa:A5024115198,Africa,1,12,6
oa:A5047638823,Africa,1,39,2
oa:A5117359494,Africa,1,3,1
oa:A5115632462,Africa,1,2,1
oa:A5096549954,Africa,1,1,2
oa:A5121376787,Africa,1,1,1
oa:A5118822785,Outside Africa,1,2,2
oa:A5091944081,Africa,1,3,2
oa:A5104144214,Africa,1,3,2
